21 1093893310.0 1094720399.8 1110435106.0 1135247800.0 1218775571.8 1271676493.94 1274460753.0 1167867287.6666667
42 1045106408.0 1045740411.7 1057786482.0 1076806593.0 1120230012.0 1147731510.7 1149178958.0 1090363986.3333333
333 1057820349.0 1058781979.8 1077052965.0 1105901889.0 1133638368.6 1151204805.68 1152129355.0 1105283864.3333333
1333 761855023.0 768009767.42 884949911.4 1069592244.0 1128199519.2 1165317460.16 1167271036.0 999572767.6666666
2667 966639926.0 967208786.58 978017137.6 995082955.0 999432665.8 1002187482.64 1002332473.0 988018451.3333334
10667 616995783.0 617539834.66 627876816.2 644198366.0 660596287.4 670981637.62 671528235.0 644240794.6666666
21334 530676150.0 531619530.5 549543760.0 577845175.0 583744765.0 587481172.0 587677825.0 565399716.6666666
42667 499521163.0 501190747.12 532912845.4 583000369.0 583837784.8 584368148.14 584396062.0 555639198.0
64000 508549954.0 509164974.32 520850360.4 539300970.0 559121217.6 571674041.08 572334716.0 540061880.0
85333 522528523.0 522682299.88 525604060.6 530217367.0 533406613.0 535426468.8 535532777.0 529426222.3333333
106666 530260834.0 530657314.18 538190437.6 550084843.0 560241199.6 566673558.78 567012104.0 549119260.3333334
128000 506181233.0 506436491.02 511286393.4 518944134.0 533011133.4 541920233.02 542389133.0 522504833.3333333
149333 450870675.0 451500425.1 463465677.0 482358180.0 498856867.8 509306036.74 509855993.0 481028282.6666667
170666 499047803.0 499329416.44 504680071.8 513128475.0 530570994.6 541617923.68 542199341.0 518125206.3333333
192000 512203898.0 512272977.6 513585490.0 515657878.0 529647567.4 538507704.02 538974027.0 522278601.0
213333 480069210.0 480169833.08 482081671.6 485100364.0 513828383.2 532022795.36 532980396.0 499383323.3333333
234667 491939586.0 492020679.5 493561456.0 495994261.0 502798004.8 507107042.54 507333834.0 498422560.3333333
