21 25676137.6971 25690504.940853998 25963482.57218 26394499.8848 26400728.26742 26404672.909746002 26404880.5225 26158506.034800004
42 25800777.5644 25812614.884414 26037523.964679997 26392643.5651 26395100.8321 26396657.1012 26396739.0101 26196720.046533335
333 25780101.2425 25791140.89429 26000894.2783 26332083.832 26348431.9039 26358785.682770003 26359330.6185 26157171.897666663
1333 26223072.7133 26226248.305518 26286584.557660002 26381852.3242 26388688.49788 26393018.074544 26393245.947 26332723.661500003
2667 26079795.9025 26084520.00289 26174277.910299998 26316000.922 26351081.37682 26373298.998206 26374468.3467 26256755.057066664
10667 26154899.4237 26157935.383282002 26215618.615340002 26306697.4028 26344015.94156 26367651.016108 26368894.9674 26276830.59796667
21334 26080486.8229 26086110.807532 26192966.51554 26361686.0545 26365629.34378 26368126.760323998 26368258.2033 26270143.693566665
42667 26198959.3546 26202395.684988 26267685.962360002 26370775.874 26374712.80808 26377206.199663997 26377337.4308 26315690.886466667
64000 26131572.8513 26136103.583072 26222187.48674 26358109.4399 26359321.59386 26360089.291368 26360129.6965 26283270.662566666
85333 26260594.0838 26262966.730744 26308047.02268 26379226.431 26385819.59058 26389995.258314 26390215.0303 26343345.181700002
106666 26085731.2332 26091412.505578 26199356.68076 26369794.8521 26373615.67424 26376035.528261997 26376162.889 26277229.658099998
128000 26092004.3031 26096700.833196 26185934.905020002 26326830.8079 26330004.42456 26332014.381777998 26332120.169 26250318.426666666
149333 25914403.9954 25922741.20631 26081148.2136 26331264.5409 26360369.17404 26378802.108362 26379772.2628 26208480.26636667
170666 26256288.8974 26258537.13405 26301253.6304 26368700.7299 26379171.40784 26385802.837202 26386151.8598 26337047.162366662
192000 26078738.6861 26083449.41065 26172953.1771 26314274.9136 26356184.464080002 26382727.179384 26384124.1644 26259045.921366666
213333 26263935.4591 26266085.396864 26306934.21438 26371432.3473 26372348.68812 26372929.037306 26372959.582 26336109.129466668
234667 26124266.4618 26124330.908294 26125555.391680002 26127488.7865 26292090.0622 26396337.53681 26401824.246 26217859.831433337
